Name,UniProt ID,Oxidized 24h,Reduced 24h,P-value 24h,Difference 24h,P-value (log) 24h,Significant 24h,Abundance Check Oxidized,Abundance Check Reduced,Oxidized 48h,Reduced 48h,P-value 48h,Difference 48h,P-value (log) 48h,Significant 48h,Abundance Check Oxidized,Abundance Check Reduced,Oxidized 72h,Reduced 72h,P-value 72h,Difference 72h,P-value (log) 72h,Significant 72h,Abundance Check Oxidized,Abundance Check Reduced,General abundance check,,
ERS1,P17261,7.8321,7.1256,0.30078,0.7065,0.521751045,-,More,More,8.305,6.5991,0.0068866,1.7059,2.161995142,Oxidized,More,More,7.7728,6.7517,0.03811,1.0211,1.418961051,-,More,More,All above average,FALSE,FALSE
EXG1,P23776,7.5666,4.891,0.012894,2.6756,1.889612334,-,Less,Less,7.0153,3.0395,0.0033552,3.9758,2.474281587,Oxidized,Less,Less,6.5177,3.4219,0.033729,3.0958,1.471996535,-,Less,Less,FALSE,All Below Average,FALSE
FAP1,P53971,7.1473,4.1452,0.021598,3.0021,1.665586463,-,Less,Less,6.5179,0,0.0001545,6.5179,3.811071516,Oxidized,Less,Less,6.0494,4.2995,0.23006,1.7499,0.638158885,-,Less,Less,FALSE,All Below Average,FALSE
FET5,P43561,8.745,8.967,0.59811,-0.222,0.223218936,-,More,More,9.6613,8.3328,0.0051537,1.3285,2.287880866,Oxidized,More,More,8.9882,8.5626,0.29147,0.4256,0.535406139,-,More,More,All above average,FALSE,FALSE
FLO10,P36170,7.6853,6.0357,0.070719,1.6496,1.150463889,-,More,Less,7.0742,2.8564,0.0018601,4.2178,2.730463707,Oxidized,Less,Less,6.6018,4.5305,0.056114,2.0713,1.250928772,-,Less,Less,FALSE,FALSE,Mixed
FRE3,Q08905,5.851,0,0.2982,5.851,0.525492361,-,Less,Less,5.8716,0,0.00065315,5.8716,3.184987069,Oxidized,Less,Less,5.1786,3.3368,0.28458,1.8418,0.545795625,-,Less,Less,FALSE,All Below Average,FALSE
FRE6,Q12473,7.8022,5.535,0.012994,2.2672,1.886257138,-,More,Less,7.5021,3.5873,0.0038745,3.9148,2.411784335,Oxidized,Less,Less,6.3142,4.6177,0.11769,1.6965,0.929260437,-,Less,Less,FALSE,FALSE,Mixed
FSH3,Q99369,7.2152,6.2296,0.28021,0.9856,0.55251637,-,Less,Less,7.3154,4.2475,0.0036952,3.0679,2.432362051,Oxidized,Less,Less,5.6171,5.0038,0.67402,0.6133,0.171327217,-,Less,Less,FALSE,All Below Average,FALSE
GIP1,P38229,5.4269,6.6964,0.23803,-1.2695,0.623368303,-,Less,More,6.2988,0,0.00025568,6.2988,3.592303242,Oxidized,Less,Less,6.1765,4.2538,0.18727,1.9227,0.72753179,-,Less,Less,FALSE,FALSE,Mixed
GPB2,P39717,8.7002,7.6921,0.012786,1.0081,1.8932653,-,More,More,8.7855,5.7706,1.7899E-06,3.0149,5.747171232,Oxidized,More,Less,8.176,7.2839,0.046875,0.8921,1.329058719,-,More,More,FALSE,FALSE,Mixed
GRE3,P38715,8.0076,0,0.15453,8.0076,0.810987195,-,More,Less,5.6699,0,0.00099681,5.6699,3.001387614,Oxidized,Less,Less,5.4117,3.8734,0.37145,1.5383,0.430099637,-,Less,Less,FALSE,FALSE,Mixed
GRX2,P17695,8.1976,7.395,0.071879,0.8026,1.143397974,-,More,More,8.2364,5.4422,0.000364,2.7942,3.438898616,Oxidized,More,Less,7.6504,6.7371,0.063642,0.9133,1.196256181,-,More,More,FALSE,FALSE,Mixed
GSY2,P27472,7.2302,6.3175,0.31731,0.9127,0.498516241,-,Less,Less,6.9909,4.2661,0.0099268,2.7248,2.003190728,Oxidized,Less,Less,6.0444,4.29,0.22885,1.7544,0.640449083,-,Less,Less,FALSE,All Below Average,FALSE
GVP36,P40531,8.0336,5.8665,0.017584,2.1671,1.754882325,-,More,Less,7.3561,5.209,0.0061552,2.1471,2.210757831,Oxidized,Less,Less,6.5929,5.0327,0.1502,1.5602,0.823330067,-,Less,Less,FALSE,FALSE,Mixed
GYP1,Q08484,4.8237,0,0.24455,4.8237,0.611632333,-,Less,Less,5.4643,0,0.0015134,5.4643,2.82004627,Oxidized,Less,Less,3.6647,2.5506,0.45615,1.1141,0.340892321,-,Less,Less,FALSE,All Below Average,FALSE
HHO1,P53551,7.6061,5.6748,0.034343,1.9313,1.46416177,-,Less,Less,7.2763,0,0.000024002,7.2763,4.619752569,Oxidized,Less,Less,6.6892,2.4389,0.01353,4.2503,1.868702203,-,Less,Less,FALSE,All Below Average,FALSE
HO,P09932,5.2384,4.6413,0.67141,0.5971,0.173012195,-,Less,Less,5.8625,0,0.00066596,5.8625,3.176551855,Oxidized,Less,Less,4.5767,4.81,0.87285,-0.2333,0.059060384,-,Less,Less,FALSE,All Below Average,FALSE
HOS1,Q12214,6.5377,5.7449,0.4612,0.7928,0.336110701,-,Less,Less,6.4434,0,0.00018368,6.4434,3.735938129,Oxidized,Less,Less,3.6737,4.6607,0.56634,-0.987,0.246922764,-,Less,Less,FALSE,All Below Average,FALSE
HPA2,Q06592,6.8644,5.8665,0.35369,0.9979,0.451377219,-,Less,Less,6.2711,0,0.00027216,6.2711,3.565175704,Oxidized,Less,Less,6.4262,2.4389,0.02052,3.9873,1.687822644,-,Less,Less,FALSE,All Below Average,FALSE
HTB2,P02294,3.9241,5.8665,0.16759,-1.9424,0.775751899,-,Less,Less,5.5127,0,0.0013734,5.5127,2.862202957,Oxidized,Less,Less,5.8934,3.3182,0.13459,2.5752,0.870987207,-,Less,Less,FALSE,All Below Average,FALSE
ICY2,Q12048,8.633,7.9058,0.072504,0.7272,1.139638033,-,More,More,8.585,5.8176,0.00001166,2.7674,4.93330145,Oxidized,More,Less,7.28,5.8458,0.015104,1.4342,1.820908023,-,Less,More,FALSE,FALSE,Mixed
INP52,P50942,7.6853,7.6742,0.98015,0.0111,0.008707456,-,Less,More,8.4411,6.7991,0.0092914,1.642,2.031918843,Oxidized,More,More,7.7903,6.6833,0.024566,1.107,1.609665552,-,More,More,FALSE,FALSE,Mixed
IRC24,P40580,7.3695,4.1452,0.013608,3.2243,1.866205699,-,Less,Less,5.9315,0,0.00057462,5.9315,3.240619262,Oxidized,Less,Less,4.5585,2.473,0.16302,2.0855,0.787759111,-,Less,Less,FALSE,All Below Average,FALSE
ISW2,Q08773,7.4372,6.4067,0.25891,1.0305,0.586851175,-,Less,Less,7.9015,4.6574,0.0021424,3.2441,2.66909944,Oxidized,More,Less,4.8938,5.6573,0.60051,-0.7635,0.221479756,-,Less,More,FALSE,FALSE,Mixed
MRPL27,P36526,4.4256,5.6748,0.37481,-1.2492,0.426188831,-,Less,Less,5.852,0,0.00068087,5.852,3.166935801,Oxidized,Less,Less,5.2624,2.5506,0.11512,2.7118,0.938849219,-,Less,Less,FALSE,All Below Average,FALSE
MRPL33,P20084,3.9241,3.698,0.96793,0.2261,0.014156049,-,Less,Less,6.0862,0,0.00041067,6.0862,3.386507022,Oxidized,Less,Less,5.9458,4.2768,0.25233,1.669,0.598031112,-,Less,Less,FALSE,All Below Average,FALSE
MSB1,P21339,7.0593,5.7449,0.22186,1.3144,0.653920991,-,Less,Less,5.4133,0,0.0016751,5.4133,2.775959261,Oxidized,Less,Less,5.7779,3.9203,0.20264,1.8576,0.693274823,-,Less,Less,FALSE,All Below Average,FALSE
MUK1,Q02866,8.5076,7.8342,0.096296,0.6734,1.016391752,-,More,More,8.6983,5.9981,0.000018921,2.7002,4.723055914,Oxidized,More,Less,8.1774,7.1046,0.016859,1.0728,1.773168189,-,More,More,FALSE,FALSE,Mixed
NIT2,P47016,7.9472,5.7449,0.015825,2.2023,1.800656281,-,More,Less,7.6106,5.2186,0.0022747,2.392,2.643075872,Oxidized,More,Less,6.6915,3.9326,0.058457,2.7589,1.233163476,-,Less,Less,FALSE,FALSE,Mixed
NMD4,Q12129,7.1787,0,0.20183,7.1787,0.69501428,-,Less,Less,6.5731,0,0.00013578,6.5731,3.867164196,Oxidized,Less,Less,3.2359,4.6253,0.41953,-1.3894,0.377236978,-,Less,Less,FALSE,All Below Average,FALSE
NNT1,Q05874,7.7984,5.7449,0.024461,2.0535,1.611525792,-,More,Less,7.1931,3.0395,0.0021811,4.1536,2.661324422,Oxidized,Less,Less,5.2151,4.8033,0.77761,0.4118,0.109238163,-,Less,Less,FALSE,FALSE,Mixed
NTH1,P32356,6.1362,0,0.27527,6.1362,0.560241117,-,Less,Less,5.4299,0,0.001621,5.4299,2.790216985,Oxidized,Less,Less,5.273,4.584,0.63654,0.689,0.1961743,-,Less,Less,FALSE,All Below Average,FALSE
NUP42,P49686,8.4193,8.34,0.84459,0.0793,0.073354065,-,More,More,8.5467,6.9603,0.0050026,1.5864,2.300804221,Oxidized,More,More,8.0537,7.362,0.12333,0.6917,0.908931268,-,More,More,All above average,FALSE,FALSE
OTU1,P43558,8.1844,7.7071,0.28444,0.4773,0.54600933,-,More,More,8.4204,6.8294,0.0048783,1.591,2.311731495,Oxidized,More,More,7.6677,7.4692,0.68681,0.1985,0.16316339,-,More,More,All above average,FALSE,FALSE
PAN6,P40459,6.9282,5.3802,0.15023,1.548,0.823243333,-,Less,Less,5.9496,0,0.0005527,5.9496,3.257510535,Oxidized,Less,Less,6.2134,3.38,0.051972,2.8334,1.28423057,-,Less,Less,FALSE,All Below Average,FALSE
PKH2,Q12236,4.8758,4.1452,0.60376,0.7306,0.219135663,-,Less,Less,5.6824,0,0.00097127,5.6824,3.012660025,Oxidized,Less,Less,5.1913,3.2993,0.27164,1.892,0.566006278,-,Less,Less,FALSE,All Below Average,FALSE
PMD1,P32634,7.9254,6.2296,0.063172,1.6958,1.199475373,-,More,Less,7.4411,4.372,0.0036822,3.0691,2.433892626,Oxidized,Less,Less,6.8395,4.2865,0.018548,2.553,1.731702913,-,Less,Less,FALSE,FALSE,Mixed
PPR1,P07272,6.7985,5.1039,0.19468,1.6946,0.710678662,-,Less,Less,5.4203,0,0.0016519,5.4203,2.782016247,Oxidized,Less,Less,6.2126,2.473,0.029798,3.7396,1.525812884,-,Less,Less,FALSE,All Below Average,FALSE
PTK1,P36002,6.9282,7.103,0.84815,-0.1748,0.071527334,-,Less,More,8.0361,6.3858,0.0089464,1.6503,2.048351688,Oxidized,More,More,6.754,6.3702,0.5155,0.3838,0.28777133,-,Less,More,FALSE,FALSE,Mixed
PUS1,Q12211,7.6926,6.0357,0.069487,1.6569,1.158096438,-,Less,Less,7.503,4.7124,0.0082753,2.7906,2.082216253,Oxidized,Less,Less,6.4593,5.3928,0.32535,1.0665,0.487649189,-,Less,Less,FALSE,All Below Average,FALSE
PXA1,P41909,8.0043,6.1359,0.040658,1.8684,1.390853988,-,More,Less,7.5951,5.4209,0.0055373,2.1742,2.256701947,Oxidized,More,Less,7.5854,6.9134,0.17234,0.672,0.763613911,-,More,More,FALSE,FALSE,Mixed
RIM15,P43565,10.4713,9.9592,0.14929,0.5121,0.825969282,-,More,More,10.4514,9.0883,0.00052121,1.3631,3.28298726,Oxidized,More,More,9.8372,9.0278,0.044662,0.8094,1.350061833,-,More,More,All above average,FALSE,FALSE
RPL2B,P49626 P0CX46,7.8715,6.5588,0.054532,1.3127,1.263348574,-,More,Less,8.0932,6.4647,0.0098903,1.6285,2.004790535,Oxidized,More,More,6.7898,6.6611,0.82732,0.1287,0.082326477,-,Less,More,FALSE,FALSE,Mixed
RPL7B,Q12213,7.4148,5.6121,0.093842,1.8027,1.027602745,-,Less,Less,5.6559,0,0.001026,5.6559,2.988852639,Oxidized,Less,Less,4.5436,0,0.22651,4.5436,0.64491262,-,Less,Less,FALSE,All Below Average,FALSE
RPS23A,P0CX29,7.6061,6.9715,0.35262,0.6346,0.452693059,-,Less,More,8.263,6.5142,0.0056011,1.7488,2.251726674,Oxidized,More,More,7.4946,6.538,0.052061,0.9566,1.283487494,-,More,More,FALSE,FALSE,Mixed
SCS22,Q6Q595,7.6366,7.2443,0.56561,0.3923,0.247482921,-,Less,More,7.8738,5.6098,0.0038705,2.264,2.412232928,Oxidized,More,Less,7.2379,6.0416,0.042672,1.1963,1.369857002,-,Less,More,FALSE,FALSE,Mixed
SCY1,P53009,8.258,6.6293,0.017058,1.6287,1.76807189,-,More,Less,7.9985,5.8362,0.0058016,2.1623,2.236452218,Oxidized,More,Less,6.7902,6.3906,0.49837,0.3996,0.302448108,-,Less,More,FALSE,FALSE,Mixed
SFT2,P38166,5.6395,0,0.31601,5.6395,0.500299174,-,Less,Less,5.4443,0,0.0015751,5.4443,2.802691868,Oxidized,Less,Less,5.241,2.473,0.064093,2.768,1.1931894,-,Less,Less,FALSE,All Below Average,FALSE
SGA1,P08019,7.9955,8.1091,0.79877,-0.1136,0.097578255,-,More,More,8.6811,7.2169,0.0095784,1.4642,2.018707031,Oxidized,More,More,8.208,7.8539,0.41287,0.3541,0.384186673,-,More,More,All above average,FALSE,FALSE
SGF29,P25554,6.3178,5.1039,0.35292,1.2139,0.452323729,-,Less,Less,6.0893,0,0.00040795,6.0893,3.389393063,Oxidized,Less,Less,5.1931,2.4389,0.065432,2.7542,1.184209805,-,Less,Less,FALSE,All Below Average,FALSE
SIA1,Q12212,8.5301,7.5678,0.030911,0.9623,1.509886945,-,More,More,8.8011,7.1608,0.0037069,1.6403,2.43098913,Oxidized,More,More,8.3655,7.6161,0.095058,0.7494,1.022011327,-,More,More,All above average,FALSE,FALSE
SLC1,P33333 Q02647,6.9405,3.698,0.021243,3.2425,1.672784151,-,Less,Less,5.5052,0,0.0013943,5.5052,2.855643773,Oxidized,Less,Less,5.896,5.567,0.76155,0.329,0.118301578,-,Less,Less,FALSE,All Below Average,FALSE
SMK1,P41808,4.9011,6.0827,0.36585,-1.1816,0.436696941,-,Less,Less,5.3946,0,0.0017385,5.3946,2.759825305,Oxidized,Less,Less,4.3107,4.353,0.98039,-0.0423,0.008601127,-,Less,Less,FALSE,All Below Average,FALSE
SOK2,P53438,8.096,6.9962,0.10725,1.0998,0.969602699,-,More,More,7.2401,4.372,0.0066487,2.8681,2.177263263,Oxidized,Less,Less,6.8421,5.8204,0.083445,1.0217,1.078599681,-,Less,More,FALSE,FALSE,Mixed
SPO22,P40511,8.1501,6.6964,0.033242,1.4537,1.478312855,-,More,Less,7.17,2.7026,0.0077982,4.4674,2.108005631,Oxidized,Less,Less,6.0919,5.0518,0.33748,1.0401,0.47175196,-,Less,Less,FALSE,FALSE,Mixed
SSP2,Q08646,5.8639,3.698,0.12386,2.1659,0.907068924,-,Less,Less,6.5606,0,0.00013979,6.5606,3.854523895,Oxidized,Less,Less,6.2796,4.5811,0.11727,1.6985,0.930813075,-,Less,Less,FALSE,All Below Average,FALSE
SSU1,P41930,6.6401,5.7449,0.40542,0.8952,0.392094831,-,Less,Less,5.9644,0,0.00053535,5.9644,3.271362193,Oxidized,Less,Less,5.8669,4.5654,0.37206,1.3015,0.429387018,-,Less,Less,FALSE,All Below Average,FALSE
STR3,P53101,5.4442,4.1452,0.35607,1.299,0.448464615,-,Less,Less,5.5485,0,0.0012775,5.5485,2.893639091,Oxidized,Less,Less,4.1792,3.3182,0.56464,0.861,0.248228359,-,Less,Less,FALSE,All Below Average,FALSE
SUB1,P54000,7.1999,5.1039,0.051399,2.096,1.28904533,-,Less,Less,7.4254,5.1751,0.0040927,2.2503,2.387990089,Oxidized,Less,Less,6.5048,3.8606,0.069742,2.6442,1.156505602,-,Less,Less,FALSE,All Below Average,FALSE
TAZ1,Q06510,7.6176,0,0.17561,7.6176,0.755450757,-,Less,Less,6.0936,0,0.00040403,6.0936,3.393586386,Oxidized,Less,Less,5.404,3.8734,0.37384,1.5306,0.427314232,-,Less,Less,FALSE,All Below Average,FALSE
UBX3,Q12229,7.4015,7.0247,0.58101,0.3768,0.235816393,-,Less,More,8.0401,6.211,0.0037626,1.8291,2.424511949,Oxidized,More,Less,7.5732,7.1713,0.41438,0.4019,0.382601214,-,More,More,FALSE,FALSE,Mixed
YBL010C,P32788,7.5823,5.8665,0.060128,1.7158,1.220923242,-,Less,Less,7.6121,5.3104,0.0033184,2.3017,2.479071265,Oxidized,More,Less,6.5221,5.8204,0.2345,0.7017,0.629857153,-,Less,More,FALSE,FALSE,Mixed
YBR178W,P38296,7.6632,6.2777,0.129,1.3855,0.88941029,-,Less,Less,7.9429,5.4504,0.0014728,2.4925,2.831856225,Oxidized,More,Less,6.6843,5.5306,0.28735,1.1537,0.541588799,-,Less,Less,FALSE,FALSE,Mixed
YBR277C,P38350,3.9727,0,0.33787,3.9727,0.471250368,-,Less,Less,5.9326,0,0.0005733,5.9326,3.241618058,Oxidized,Less,Less,4.5669,4.584,0.99206,-0.0171,0.003462061,-,Less,Less,FALSE,All Below Average,FALSE
YCP4,P25349,5.1775,5.8665,0.59799,-0.689,0.223306079,-,Less,Less,5.6401,0,0.0010597,5.6401,2.974817066,Oxidized,Less,Less,6.7202,3.8476,0.048816,2.8726,1.31143781,-,Less,Less,FALSE,All Below Average,FALSE
YDL124W,Q07551,7.2703,4.891,0.027012,2.3793,1.568443259,-,Less,Less,7.3461,5.2186,0.0066403,2.1275,2.177812299,Oxidized,Less,Less,6.5347,3.4219,0.03276,3.1128,1.484656107,-,Less,Less,FALSE,All Below Average,FALSE
YDL162C,Q12307,7.6328,7.6921,0.89433,-0.0593,0.048502201,-,Less,More,8.1962,6.0458,0.00065847,2.1504,3.181464007,Oxidized,More,Less,7.5082,7.1692,0.49123,0.339,0.308715118,-,Less,More,FALSE,FALSE,Mixed
YER084W,P40057,8.7148,8.2839,0.28731,0.4309,0.541649258,-,More,More,9.0587,7.182,0.0016393,1.8767,2.785341561,Oxidized,More,More,8.7708,7.8875,0.041103,0.8833,1.386126479,-,More,More,All above average,FALSE,FALSE
YER097W,P40062,5.8379,0,0.29928,5.8379,0.523922305,-,Less,Less,5.4971,0,0.0014172,5.4971,2.848568856,Oxidized,Less,Less,5.29,3.8346,0.39777,1.4554,0.400367975,-,Less,Less,FALSE,All Below Average,FALSE
YER188W,P40103,7.8457,0,0.16303,7.8457,0.787732471,-,More,Less,6.1403,0,0.0003645,6.1403,3.438302467,Oxidized,Less,Less,5.0153,2.473,0.089028,2.5423,1.050473383,-,Less,Less,FALSE,FALSE,Mixed
YFL043C,0,8.8423,8.968,0.7652,-0.1257,0.116225039,-,More,More,9.0678,7.3706,0.0044057,1.6972,2.355985079,Oxidized,More,More,8.4038,7.4114,0.027042,0.9924,1.567961192,-,More,More,All above average,FALSE,FALSE
YGR291C,P53340,10.7838,10.843,0.86774,-0.0592,0.061610383,-,More,More,11.2029,10.0885,0.0045611,1.1144,2.340930406,Oxidized,More,More,10.7339,10.4766,0.44839,0.2573,0.348344082,-,More,More,All above average,FALSE,FALSE
YHR130C,P38834,7.3741,5.1039,0.034861,2.2702,1.457660159,-,Less,Less,5.8439,0,0.00069273,5.8439,3.159436004,Oxidized,Less,Less,5.8804,2.473,0.047734,3.4074,1.321172171,-,Less,Less,FALSE,All Below Average,FALSE
YHR138C,P38841,7.7218,5.8665,0.042089,1.8553,1.375831393,-,Less,Less,7.5242,4.2661,0.002049,3.2581,2.688458042,Oxidized,Less,Less,6.7549,6.5475,0.7252,0.2074,0.139542205,-,Less,More,FALSE,FALSE,Mixed
YJR115W,P47152,7.4015,6.1872,0.18336,1.2143,0.7366954,-,Less,Less,5.4784,0,0.0014713,5.4784,2.832298765,Oxidized,Less,Less,5.4927,4.5811,0.53183,0.9116,0.274227168,-,Less,Less,FALSE,All Below Average,FALSE
YKL044W,P36092,7.4015,5.7449,0.069517,1.6566,1.157908978,-,Less,Less,7.2179,3.6726,0.0089074,3.5453,2.050249045,Oxidized,Less,Less,6.1192,3.9326,0.13367,2.1866,0.873966052,-,Less,Less,FALSE,All Below Average,FALSE
YKL075C,P36083,6.655,0,0.23671,6.655,0.625783395,-,Less,Less,6.5188,0,0.00015416,6.5188,3.812028298,Oxidized,Less,Less,6.0172,2.5506,0.043998,3.4666,1.356567065,-,Less,Less,FALSE,All Below Average,FALSE
YKL199C,P36002,6.7496,0,0.23011,6.7496,0.638064508,-,Less,Less,5.6471,0,0.0010447,5.6471,2.981008405,Oxidized,Less,Less,4.4211,0,0.23927,4.4211,0.62111175,-,Less,Less,FALSE,All Below Average,FALSE
YLR257W,Q06146,6.5377,5.1039,0.27252,1.4338,0.56460162,-,Less,Less,5.845,0,0.00069104,5.845,3.160496813,Oxidized,Less,Less,5.9878,4.8501,0.29408,1.1377,0.53153451,-,Less,Less,FALSE,All Below Average,FALSE
YLR444C,O13560,7.7677,7.9906,0.61717,-0.2229,0.209595193,-,More,More,8.4378,6.9396,0.0080318,1.4982,2.095187114,Oxidized,More,More,7.9491,7.608,0.44738,0.3411,0.349323435,-,More,More,All above average,FALSE,FALSE
YML089C,Q04502,7.7642,8.4932,0.071829,-0.729,1.14370018,-,More,More,8.8861,6.9198,0.00050315,1.9663,3.298302523,Oxidized,More,More,5.2887,6.0908,0.45944,-0.8021,0.337771197,-,Less,More,FALSE,FALSE,Mixed
YMR147W,P40218,7.2302,5.7449,0.16743,1.4853,0.776166723,-,Less,Less,6.3321,0,0.00023707,6.3321,3.6251234,Oxidized,Less,Less,6.1731,5.2155,0.3772,0.9576,0.423428316,-,Less,Less,FALSE,All Below Average,FALSE
YMR166C,Q03829,5.4783,0,0.33004,5.4783,0.481433422,-,Less,Less,5.4855,0,0.0014506,5.4855,2.838452327,Oxidized,Less,Less,5.1597,4.309,0.55956,0.8507,0.252153338,-,Less,Less,FALSE,All Below Average,FALSE
YMR230W-A,Q3E7B5,8.9115,8.3383,0.17332,0.5732,0.76115132,-,More,More,8.8016,6.7251,0.00023897,2.0765,3.621656616,Oxidized,More,More,8.0784,7.3186,0.090543,0.7598,1.04314512,-,More,More,All above average,FALSE,FALSE
YMR295C,Q03559,7.2202,7.622,0.55624,-0.4018,0.254737784,-,Less,More,8.6605,7.0743,0.0050107,1.5862,2.300101599,Oxidized,More,More,8.3279,8.0208,0.47766,0.3071,0.320881126,-,More,More,FALSE,FALSE,Mixed
YNL179C,P53880,8.2204,8.5914,0.35955,-0.371,0.444240707,-,More,More,8.8022,7.2969,0.0077341,1.5053,2.111590217,Oxidized,More,More,8.0998,8.0812,0.9657,0.0186,0.015157769,-,More,More,All above average,FALSE,FALSE
YOR121C,Q08521,7.6252,7.076,0.42118,0.5492,0.37553226,-,Less,More,7.598,5.3587,0.0042776,2.2393,2.368799829,Oxidized,Less,Less,6.8769,5.2342,0.12978,1.6427,0.88679223,-,Less,Less,FALSE,FALSE,Mixed
YPK2,P18961,6.7635,6.2296,0.6197,0.5339,0.207818504,-,Less,Less,6.7116,0,0.000097722,6.7116,4.010007653,Oxidized,Less,Less,4.9413,3.3182,0.34565,1.6231,0.461363439,-,Less,Less,FALSE,All Below Average,FALSE
YPR003C,P53394,8.3163,7.2885,0.021173,1.0278,1.674217602,-,More,More,8.1216,5.6607,0.001691,2.4609,2.771856392,Oxidized,More,Less,6.9862,6.1183,0.14144,0.8679,0.849427752,-,Less,More,FALSE,FALSE,Mixed
YPR195C,Q06594,6.6097,5.2069,0.28304,1.4028,0.548152184,-,Less,Less,6.8603,0,0.000068192,6.8603,4.166266572,Oxidized,Less,Less,4.5136,2.473,0.17227,2.0406,0.763790346,-,Less,Less,FALSE,All Below Average,FALSE
ASG1,P40467,9.7652,10.1042,0.33969,-0.339,0.468917238,-,More,More,9.2039,10.5725,0.00049442,-1.3686,3.30590397,Reduced,More,More,9.8138,10.5473,0.030646,-0.7335,1.513626203,-,More,More,All above average,FALSE,FALSE
BIO4,P53630,9.5023,10.1343,0.075071,-0.632,1.124527799,-,More,More,9.3846,10.4503,0.0066762,-1.0657,2.175470662,Reduced,More,More,9.5622,10.402,0.01333,-0.8398,1.875169851,-,More,More,All above average,FALSE,FALSE
DAL1,P32375,6.3833,5.3802,0.44271,1.0031,0.353880668,-,Less,Less,4.4958,7.3044,0.0078665,-2.8086,2.104218453,Reduced,Less,More,5.7806,6.0567,0.79895,-0.2761,0.097480399,-,Less,More,FALSE,FALSE,Mixed
GAL3,P13045,7.0981,7.9361,0.21972,-0.838,0.65813041,-,Less,More,7.249,8.8038,0.0059421,-1.5548,2.226060044,Reduced,Less,More,8.1558,7.8618,0.51256,0.294,0.290255289,-,More,More,FALSE,FALSE,Mixed
GOR1,P53839,8.395,9.1541,0.071373,-0.7591,1.146466048,-,More,More,8.1629,9.7389,0.0058521,-1.576,2.232688261,Reduced,More,More,8.898,9.2254,0.4168,-0.3274,0.38007229,-,More,More,All above average,FALSE,FALSE
HCS1,P34243,7.5901,8.4001,0.0693,-0.81,1.159266765,-,Less,More,7.1347,8.6399,0.0077412,-1.5052,2.111191712,Reduced,Less,More,7.8217,7.992,0.70452,-0.1703,0.152106674,-,More,More,FALSE,FALSE,Mixed
KES1,P35844,6.3271,7.4737,0.20904,-1.1466,0.679770603,-,Less,More,4.9218,8.0814,0.000055502,-3.1596,4.255691367,Reduced,Less,More,7.4174,7.3983,0.96906,0.0191,0.013649332,-,Less,More,FALSE,FALSE,Mixed
MUD1,P32605,10.5777,11.2423,0.061271,-0.6646,1.212745032,-,More,More,10.1883,11.2298,0.0080255,-1.0415,2.095527901,Reduced,More,More,10.6232,11.3064,0.044072,-0.6832,1.355837241,-,More,More,All above average,FALSE,FALSE
PMA2,P19657,8.5362,9.5862,0.011585,-1.05,1.936103962,-,More,More,8.519,9.7481,0.009654,-1.2291,2.015292706,Reduced,More,More,8.9827,9.4239,0.27374,-0.4412,0.562661737,-,More,More,All above average,FALSE,FALSE
PST1,Q12355,7.6926,8.4712,0.0545,-0.7786,1.263603498,-,Less,More,7.3452,8.8174,0.009195,-1.4722,2.036448266,Reduced,Less,More,8.4456,9.1735,0.071167,-0.7279,1.147721341,-,More,More,FALSE,FALSE,Mixed
PUB1,P32588,6.0007,7.0486,0.33007,-1.0479,0.481393947,-,Less,More,5.1384,7.5921,0.0017449,-2.4537,2.758229457,Reduced,Less,More,7.1652,7.056,0.82446,0.1092,0.08383041,-,Less,More,FALSE,FALSE,Mixed
SCD6,P45978,8.4125,8.7675,0.39901,-0.355,0.39901622,-,More,More,7.3288,8.9452,0.0066848,-1.6164,2.174911582,Reduced,Less,More,8.5147,9.516,0.01306,-1.0013,1.884056823,-,More,More,FALSE,FALSE,Mixed
SNC1,P31109,8.48,9.3091,0.048909,-0.8291,1.310611217,-,More,More,8.4409,9.8481,0.0030465,-1.4072,2.516198818,Reduced,More,More,9.0191,9.6969,0.092721,-0.6778,1.032821893,-,More,More,All above average,FALSE,FALSE
SPG5,P42933,7.6479,8.4001,0.091616,-0.7522,1.038028674,-,Less,More,7.3217,9.0154,0.0044857,-1.6937,2.348169775,Reduced,Less,More,8.1351,9.0513,0.023115,-0.9162,1.636106102,-,More,More,FALSE,FALSE,Mixed
SPO77,Q06134,7.6998,8.6369,0.020656,-0.9371,1.684953775,-,Less,More,7.3933,9.0158,0.0064839,-1.6225,2.188163692,Reduced,Less,More,8.1519,8.9924,0.037198,-0.8405,1.42948041,-,More,More,FALSE,FALSE,Mixed
YDR306C,Q06640,7.842,8.7603,0.023329,-0.9183,1.632103877,-,More,More,7.2442,8.8007,0.0058891,-1.5565,2.229951071,Reduced,Less,More,8.3442,8.7923,0.2667,-0.4481,0.573976984,-,More,More,FALSE,FALSE,Mixed
YER091C-A,Q02590,8.8105,9.7225,0.028304,-0.912,1.548152184,-,More,More,8.602,9.8343,0.0094659,-1.2323,2.023838088,Reduced,More,More,9.2824,9.5701,0.47538,-0.2877,0.322959094,-,More,More,All above average,FALSE,FALSE
YLR391W,0,9.7583,9.8881,0.71474,-0.1298,0.145851912,-,More,More,9.2157,10.4771,0.0013243,-1.2614,2.878013621,Reduced,More,More,9.7028,10.3888,0.043198,-0.686,1.36453636,-,More,More,All above average,FALSE,FALSE
